ejecucion,semilla,makespan,tiempo_ms,secuencia
1,42,52,2.55,"[J5, J2, J4, J3, J1]"
2,43,52,2.35,"[J2, J4, J5, J1, J3]"
3,44,52,2.56,"[J2, J4, J5, J1, J3]"
4,45,52,2.33,"[J2, J4, J5, J3, J1]"
5,46,52,2.28,"[J2, J4, J5, J3, J1]"
6,47,52,2.32,"[J5, J2, J4, J1, J3]"
7,48,52,2.38,"[J5, J2, J4, J3, J1]"
8,49,52,2.54,"[J2, J4, J5, J3, J1]"
9,50,52,2.46,"[J2, J4, J5, J1, J3]"
10,51,52,2.30,"[J2, J4, J5, J3, J1]"
